User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Orders,Amount,Product1,Cust_Address
2000687,Neola,G00156442,M,26-35,35,0,Kerala,Southern,Aviation,1,23247,NaN,NaN
2003267,Trupti,G00144242,M,26-35,30,1,Uttar Pradesh,Central,Banking,2,23246,NaN,NaN
2001182,Zypern,G00122442,M,0-17,16,0,Andhra Pradesh,Southern,Food Processing,4,23239,NaN,NaN
2005383,Ellison,G0096942,F,36-45,40,0,Andhra Pradesh,Southern,Aviation,2,23201,NaN,NaN
2004303,Jane,G00201442,F,26-35,35,1,Andhra Pradesh,Southern,Aviation,2,23185,NaN,NaN
2005493,Stewart,G00036242,M,36-45,45,1,Andhra Pradesh,Southern,Agriculture,3,23160,NaN,NaN
2000728,Breyer,G00113942,F,26-35,28,0,Andhra Pradesh,Southern,Banking,1,23154,NaN,NaN
2002966,Jesslyn,G00121642,M,26-35,32,1,Delhi,Central,Construction,3,23103,NaN,NaN
2001726,Abhijit,G00105042,F,26-35,32,0,Andhra Pradesh,Southern,Retail,4,23066,NaN,NaN
2001404,Vineet,G00141842,F,51-55,53,0,Andhra Pradesh,Southern,IT Sector,2,23053,NaN,NaN
2005267,Elizabeth,G00115342,F,36-45,43,1,Andhra Pradesh,Southern,IT Sector,3,23047,NaN,NaN
2003745,Shivani,G00220042,M,26-35,29,0,Haryana,Northern,IT Sector,2,21563,NaN,NaN
2001884,Eugene,G00339042,F,46-50,47,0,Delhi,Central,Textile,1,21547,NaN,NaN
2001804,Ishit,G00000642,F,26-35,35,0,Delhi,Central,Lawyer,1,21533,NaN,NaN
2005359,Schwarz,G00302742,F,18-25,22,1,Delhi,Central,Media,1,21503,NaN,NaN
2000151,Sujay,G00150342,M,26-35,34,1,Karnataka,Southern,IT Sector,2,21495,NaN,NaN
2001389,Smriti,G00261542,F,26-35,33,1,Delhi,Central,Agriculture,3,21463,NaN,NaN
2002665,Champaklata,G00261842,F,36-45,36,0,Delhi,Central,IT Sector,4,21427,NaN,NaN
2002496,Patil,G00114042,F,51-55,52,0,Delhi,Central,IT Sector,4,21423,NaN,NaN
2001442,Atharv,G00145042,M,18-25,18,1,Delhi,Central,Construction,2,21401,NaN,NaN
2000379,Thais,G00121642,M,36-45,39,0,Maharashtra,Western,Healthcare,3,21397,NaN,NaN
2003916,Surabhi,G00003242,M,26-35,34,1,Delhi,Central,Agriculture,4,21388,NaN,NaN
2001687,Bruce,G00265242,F,26-35,33,0,Maharashtra,Western,Govt,4,21325,NaN,NaN
2000423,Saurabh,G00046742,M,18-25,21,0,Delhi,Central,Automobile,2,21320,NaN,NaN
2002395,Vaibhavi,G00220342,F,36-45,38,1,Delhi,Central,Aviation,2,21317,NaN,NaN
2004728,Larry,G00037042,F,26-35,28,0,Delhi,Central,IT Sector,4,21293,NaN,NaN
2005054,Parhena,G0096542,F,36-45,37,0,Delhi,Central,Hospitality,1,21266,NaN,NaN
2004489,Pete,G00216742,M,18-25,20,0,Delhi,Central,Construction,1,21259,NaN,NaN
2001865,Cyra,G00213742,M,18-25,23,1,Kerala,Southern,Media,2,21246,NaN,NaN
2003022,Rozendal,G00130742,F,26-35,34,0,Delhi,Central,Banking,4,21218,NaN,NaN
2001657,Jack,G00248442,M,46-50,49,0,Andhra Pradesh,Southern,Govt,2,21178,NaN,NaN
2003751,Victor,G00129542,M,36-45,38,1,Karnataka,Southern,Media,1,21178,NaN,NaN
2000179,Debra,G00261642,F,26-35,30,0,Delhi,Central,Aviation,4,21152,NaN,NaN
2000438,Bhosale,G00182542,F,18-25,25,0,Madhya Pradesh,Central,IT Sector,2,21079,NaN,NaN
2003618,Keshav,G00248942,M,18-25,19,1,Maharashtra,Western,Media,1,21058,NaN,NaN
2003415,Arsheen,G00152742,M,36-45,42,0,Delhi,Central,Hospitality,1,21039,NaN,NaN
2002485,Kaydos,G00302342,F,36-45,38,1,Gujarat,Western,Media,3,21013,NaN,NaN
2001495,Fjeld,G00064042,F,18-25,21,1,Delhi,Central,IT Sector,4,21009,NaN,NaN
2004607,Turumella,G00173342,M,26-35,35,0,Delhi,Central,Govt,4,20981,NaN,NaN
2005316,Vernon,G00278642,F,18-25,24,1,Kerala,Southern,Govt,4,20967,NaN,NaN
2000461,Connell,G00142942,M,51-55,52,1,Himachal Pradesh,Northern,Healthcare,2,20965,NaN,NaN
2000154,Shami,G00306042,F,51-55,53,1,Karnataka,Southern,Textile,4,20965,NaN,NaN
2000749,Flanagan,G00114342,F,36-45,37,1,Uttar Pradesh,Central,Lawyer,2,20963,NaN,NaN
2006040,Pond,G00271242,F,26-35,28,1,Delhi,Central,IT Sector,1,20960,NaN,NaN
2001284,O'Brian,G00157142,M,46-50,50,0,Karnataka,Southern,Banking,3,20960,NaN,NaN
2004269,Namrata,G00345242,F,36-45,40,0,Delhi,Central,Lawyer,1,20959,NaN,NaN
2001496,Haushalter,G00067942,F,26-35,35,1,Madhya Pradesh,Central,Chemical,1,20955,NaN,NaN
2003007,Maurice,G00191942,F,36-45,45,0,Delhi,Central,Banking,4,20951.5,NaN,NaN
2004715,Snel,G00217442,F,26-35,35,0,Delhi,Central,Food Processing,3,20950,NaN,NaN
2000306,Patrick,G00303242,F,18-25,18,0,Maharashtra,Western,Aviation,3,20949,NaN,NaN
2000855,Sung,G00240042,M,18-25,22,0,Delhi,Central,Automobile,3,20948,NaN,NaN
2001183,Mahima,G00084842,F,36-45,43,1,Delhi,Central,Aviation,4,20945,NaN,NaN
2005954,Charlotte,G00156242,F,46-50,48,1,Karnataka,Southern,Automobile,2,20944,NaN,NaN
2005627,Anubhaw,G00123142,M,26-35,28,0,Delhi,Central,IT Sector,1,20943,NaN,NaN
2002165,Black,G00260442,F,26-35,31,1,Delhi,Central,IT Sector,1,20938,NaN,NaN
2004416,Airdo,G00213742,F,18-25,23,0,Uttar Pradesh,Central,Construction,2,20933,NaN,NaN
2000850,Bhawna,G00319942,F,36-45,44,0,Uttar Pradesh,Central,Lawyer,3,20932,NaN,NaN
2002888,Corey-Lock,G00255842,F,26-35,34,0,Andhra Pradesh,Southern,Automobile,2,20930,NaN,NaN
2001891,Akin,G00192542,F,46-50,46,0,Uttar Pradesh,Central,Chemical,1,20929,NaN,NaN
2001019,Neil,G00259142,F,36-45,43,1,Delhi,Central,Govt,2,20928,NaN,NaN
2002306,Lisha,G00084242,M,18-25,21,1,Jharkhand,Eastern,Textile,3,20925,NaN,NaN
2001179,Amlan,G00208742,M,51-55,54,0,Delhi,Central,IT Sector,3,20920,NaN,NaN
2004957,Inderpreet,G00163442,F,26-35,34,1,Delhi,Central,Healthcare,1,20914,NaN,NaN
2004079,Fisher,G00284742,F,36-45,44,1,Uttar Pradesh,Central,Agriculture,2,20914,NaN,NaN
2002124,Linda,G00369042,F,26-35,29,0,Karnataka,Southern,Retail,3,20912,NaN,NaN
2004335,Aryan,G00075542,F,36-45,38,0,Karnataka,Southern,Healthcare,4,20912,NaN,NaN
2000280,Kajal,G00216042,F,51-55,55,0,Delhi,Central,Hospitality,2,20908,NaN,NaN
2003311,Neola,G00142742,F,26-35,26,1,Karnataka,Southern,Hospitality,1,20908,NaN,NaN
2004161,Murray,G00345642,F,46-50,46,0,Karnataka,Southern,Retail,4,20906,NaN,NaN
2005265,Sakshi,G00296242,F,46-50,48,1,Delhi,Central,Banking,1,,NaN,NaN
2004285,Bhishm,G00315842,M,36-45,38,0,Uttar Pradesh,Central,Food Processing,3,20900,NaN,NaN
2005261,Apoorva,G00057942,F,36-45,41,1,Delhi,Central,IT Sector,2,,NaN,NaN
2000445,Sukruta,G00114042,F,46-50,47,0,Delhi,Central,Retail,1,20896,NaN,NaN
2003265,Arti,G00184942,F,26-35,35,0,Uttar Pradesh,Central,Food Processing,1,20883,NaN,NaN
2003396,Akshay,G00178242,F,26-35,31,1,Delhi,Central,Textile,4,20875,NaN,NaN
2002380,Swati,G00124642,F,26-35,26,1,Delhi,Central,IT Sector,2,20874,NaN,NaN
2002059,Mathew,G00114142,F,36-45,41,0,Karnataka,Southern,IT Sector,1,20874,NaN,NaN
2001335,Kushal,G00108942,F,36-45,42,0,Delhi,Central,IT Sector,1,20873,NaN,NaN
2004838,Luxemburg,G00062842,F,46-50,49,0,Delhi,Central,Lawyer,3,20870,NaN,NaN
2001015,Bharat,G00289942,F,36-45,44,0,Delhi,Central,Chemical,2,20867,NaN,NaN
2000549,Sharda,G00113542,F,26-35,31,0,Karnataka,Southern,IT Sector,2,20865,NaN,NaN
2001954,Steele,G00294542,M,26-35,31,1,Jharkhand,Eastern,IT Sector,3,20863,NaN,NaN
2001912,Hazel,G00087442,F,26-35,27,0,Bihar,Eastern,Automobile,3,20860,NaN,NaN
2003918,Shariari,G00334242,F,26-35,32,0,Karnataka,Southern,Retail,3,20855,NaN,NaN
2001896,Brittain,G00117142,M,55+,66,0,Uttar Pradesh,Central,Govt,2,20853,NaN,NaN
2002445,Shiva,G00184042,F,26-35,28,0,Delhi,Central,Aviation,4,20852,NaN,NaN
2002279,Noah,G00368342,F,51-55,52,0,Karnataka,Southern,Aviation,4,20850,NaN,NaN
2002898,Kotsonis,G00309242,F,18-25,19,0,Madhya Pradesh,Central,Healthcare,4,20847,NaN,NaN
2004277,Sanjay,G00315442,F,36-45,45,1,Delhi,Central,Construction,2,20840,NaN,NaN
2003576,Alejandro,G00101342,M,51-55,53,1,Maharashtra,Western,Aviation,4,20837,NaN,NaN
2003724,Devendra,G00232442,F,36-45,36,0,Delhi,Central,Aviation,2,20833,NaN,NaN
2003384,Sujay,G00033742,F,36-45,41,1,Delhi,Central,Banking,4,20819,NaN,NaN
2003051,Moren,G00288342,F,18-25,22,0,Uttar Pradesh,Central,Govt,1,20816,NaN,NaN
2003311,Neola,G00228142,F,26-35,30,1,Karnataka,Southern,Hospitality,3,20815,NaN,NaN
2004782,Philippe,G00114942,M,46-50,46,1,Karnataka,Southern,Hospitality,1,20815,NaN,NaN
2003998,Patterson,G00232242,F,46-50,47,0,Delhi,Central,IT Sector,4,20812,NaN,NaN
2000284,George,G00034742,F,26-35,29,0,Karnataka,Southern,Healthcare,2,20807,NaN,NaN
2000509,Rohan,G00278042,F,26-35,28,0,Delhi,Central,Banking,2,20805.45,NaN,NaN
2000838,Divyeshkumar,G00363542,M,51-55,53,1,Gujarat,Western,Hospitality,4,20796,NaN,NaN
2000838,Divyeshkumar,G00363542,M,51-55,53,1,Rajasthan,Northern,Hospitality,2,20796,NaN,NaN
2002060,Lynn,G00351042,M,0-17,15,0,Bihar,Eastern,Healthcare,4,20788,NaN,NaN
2000850,Bhawna,G00324342,M,36-45,40,1,Karnataka,Southern,IT Sector,3,20783,NaN,NaN
2005522,Mitch,G00179742,F,26-35,35,1,Delhi,Central,Automobile,1,20770,NaN,NaN
2005153,Ivan,G00190242,F,26-35,33,1,Karnataka,Southern,IT Sector,4,20767,NaN,NaN
2002122,Avila,G00161442,F,36-45,40,0,Karnataka,Southern,Aviation,1,20767,NaN,NaN
2000984,Ben,G00248142,F,51-55,52,0,Madhya Pradesh,Central,IT Sector,2,20757,NaN,NaN
2005220,Amlan,G00209842,F,26-35,27,1,Delhi,Central,Aviation,2,20752,NaN,NaN
2001202,Diwakar,G00205442,F,36-45,45,0,Delhi,Central,IT Sector,2,20752,NaN,NaN
2006014,Sharelle,G00183142,F,46-50,48,0,Karnataka,Southern,Aviation,4,20751,NaN,NaN
2005111,Amisha,G00177842,F,36-45,38,0,Uttar Pradesh,Central,Media,4,20751,NaN,NaN
2004227,William,G00059242,F,26-35,33,1,Karnataka,Southern,IT Sector,3,20745,NaN,NaN
2001331,Foulston,G00248942,F,46-50,47,1,Uttar Pradesh,Central,Banking,4,20745,NaN,NaN
2004937,Ferrer,G00112842,F,36-45,40,1,Uttar Pradesh,Central,Media,2,20744,NaN,NaN
2005600,Muskan,G00085242,M,46-50,47,0,Haryana,Northern,Automobile,1,20739,NaN,NaN
2000791,Stuart,G00127842,M,36-45,44,1,Karnataka,Southern,IT Sector,2,20739,NaN,NaN
2003888,Beth,G00242742,F,46-50,46,0,Madhya Pradesh,Central,Aviation,2,20729,NaN,NaN
2006016,Sauptik,G00183742,F,46-50,50,0,Delhi,Central,Aviation,4,20714,NaN,NaN
2000604,Pistek,G00304642,F,46-50,49,0,Karnataka,Southern,Healthcare,4,20712,NaN,NaN
2000173,Muhammed,G00057642,F,26-35,29,1,Uttar Pradesh,Central,Banking,1,20707,NaN,NaN
2004284,Piyam,G00032042,F,51-55,53,0,Karnataka,Southern,Healthcare,1,20705,NaN,NaN
2002994,Hemant,G00000142,F,36-45,42,0,Madhya Pradesh,Central,IT Sector,2,20691,NaN,NaN
2004016,Dowd,G00123842,M,51-55,51,1,Uttar Pradesh,Central,Aviation,3,20689,NaN,NaN
2005788,Bixby,G00130642,F,26-35,26,1,Karnataka,Southern,Banking,2,20688,NaN,NaN
2001184,Brandow,G00146342,M,26-35,30,0,Maharashtra,Western,Media,4,20678,NaN,NaN
2000053,Howell,G00120442,F,26-35,33,1,Karnataka,Southern,Aviation,4,20677,NaN,NaN
2002511,Ananya,G00148642,M,26-35,34,0,Kerala,Southern,Chemical,1,20677,NaN,NaN
2004377,Sibella,G00298942,M,26-35,26,0,Karnataka,Southern,Retail,3,20676,NaN,NaN
2005481,Wale,G00277642,F,46-50,46,0,Maharashtra,Western,Govt,1,20673,NaN,NaN
2003940,Kritika,G00159442,F,36-45,36,1,Karnataka,Southern,Automobile,1,20669,NaN,NaN
2000687,Neola,G00344542,M,26-35,26,0,Delhi,Central,Chemical,4,20668,NaN,NaN
2000889,Parth,G00021842,F,46-50,50,1,Delhi,Central,Lawyer,1,20668,NaN,NaN
2000167,Brooke,G00322142,M,26-35,32,0,Maharashtra,Western,Food Processing,2,20666,NaN,NaN
2004972,Barcio,G00249542,F,36-45,38,0,Karnataka,Southern,Banking,3,20665,NaN,NaN
2003094,Pelletier,G00223642,F,36-45,41,1,Karnataka,Southern,Retail,1,20664,NaN,NaN
2000157,Michelle,G00117842,F,36-45,43,0,Karnataka,Southern,Automobile,3,20661,NaN,NaN
2001015,Bharat,G00109842,M,36-45,40,0,Delhi,Central,Food Processing,3,20660,NaN,NaN
2003468,Divyansh,G00059442,F,26-35,26,1,Delhi,Central,IT Sector,2,20659,NaN,NaN
2002251,Raglin,G00337442,F,36-45,36,1,Delhi,Central,Media,1,20659,NaN,NaN
2005014,Kajal,G00122442,F,46-50,50,0,Karnataka,Southern,IT Sector,1,20659,NaN,NaN
2003085,Natalie,G00267542,F,26-35,32,0,Delhi,Central,IT Sector,4,20657,NaN,NaN
2004112,Mrunal,G00190242,F,46-50,47,1,Delhi,Central,Hospitality,3,20654,NaN,NaN
2002592,Nikita,G00356842,F,51-55,51,0,Maharashtra,Western,Media,2,20644,NaN,NaN
2001298,Siddharth,G00349142,F,36-45,36,0,Uttar Pradesh,Central,Construction,1,20642,NaN,NaN
2002537,Cindy,G00359242,M,36-45,42,1,Uttar Pradesh,Central,IT Sector,4,20641,NaN,NaN
2005538,Kartik,G00269542,F,46-50,49,1,Karnataka,Southern,Banking,1,,NaN,NaN
2000971,Savi,G00016542,F,26-35,32,1,Uttar Pradesh,Central,Retail,1,20628,NaN,NaN
2001103,Yaanvi,G00334242,M,46-50,48,0,Delhi,Central,IT Sector,1,20627,NaN,NaN
2003081,Kalyani,G00218642,F,26-35,32,0,Uttarakhand,Central,Food Processing,1,20623,NaN,NaN
2002164,McCrossin,G00110942,M,36-45,41,0,Himachal Pradesh,Northern,Banking,4,20622,NaN,NaN
2003635,Calhoun,G00273042,F,51-55,54,0,Delhi,Central,Retail,4,20620,NaN,NaN
2001030,Selesnick,G00162442,F,26-35,33,0,Karnataka,Southern,Chemical,4,20619,NaN,NaN
2001029,Parakh,G00317842,F,26-35,30,0,Karnataka,Southern,Lawyer,3,20615,NaN,NaN
2003311,Neola,G00180442,F,26-35,29,0,Delhi,Central,IT Sector,3,20608,NaN,NaN
2003416,Vaibhavi,G00100642,F,26-35,27,1,Uttarakhand,Central,Media,4,20608,NaN,NaN
2004573,Cari,G00071442,M,51-55,51,1,Haryana,Northern,Aviation,4,20607,NaN,NaN
2004179,Sink,G00100842,M,36-45,43,1,Karnataka,Southern,Textile,1,20607,NaN,NaN
2005661,Geld,G00148042,M,26-35,31,0,Maharashtra,Western,Healthcare,1,20606,NaN,NaN
2001736,Martinez,G00227942,M,55+,72,1,Uttar Pradesh,Central,Textile,2,20603,NaN,NaN
2003401,Ameesha,G00120342,F,36-45,39,0,Maharashtra,Western,IT Sector,2,20602,NaN,NaN
2001835,Jamie,G00180642,F,26-35,31,0,Karnataka,Southern,Aviation,4,20600,NaN,NaN
2002899,McCarthy,G00193642,M,36-45,42,1,Karnataka,Southern,Automobile,1,20600,NaN,NaN
2002860,Chad,G00033942,F,36-45,40,0,Delhi,Central,IT Sector,1,20598,NaN,NaN
2004362,Prichep,G00015742,F,26-35,26,1,Karnataka,Southern,Chemical,3,20598,NaN,NaN
2001147,Lanier,G00296642,F,26-35,27,0,Kerala,Southern,IT Sector,3,20598,NaN,NaN
2004953,Sukrith,G00015542,F,36-45,39,0,Kerala,Southern,Healthcare,3,20595.99,NaN,NaN
2005884,Elliston,G00112542,F,18-25,25,1,Kerala,Southern,Banking,2,20594,NaN,NaN
2002765,Bergman,G00127942,F,51-55,55,0,Madhya Pradesh,Central,Aviation,2,20589,NaN,NaN
2005140,Arthur,G00157642,F,26-35,29,0,Delhi,Central,Healthcare,1,20588,NaN,NaN
2004161,Murray,G00265242,F,46-50,50,1,Uttar Pradesh,Central,Banking,1,20588,NaN,NaN
2003697,Toch,G00250342,F,26-35,30,0,Delhi,Central,Banking,4,20586,NaN,NaN
2002041,Dahlen,G00115142,M,26-35,31,1,Madhya Pradesh,Central,Banking,3,20586,NaN,NaN
2003726,Randy,G00274042,F,26-35,34,1,Karnataka,Southern,Lawyer,2,20581,NaN,NaN
2001803,Pradeep,G00249642,F,26-35,33,1,Maharashtra,Western,Chemical,2,20579,NaN,NaN
2005814,Aayushi,G00113442,M,26-35,30,1,Karnataka,Southern,IT Sector,4,20573,NaN,NaN
2004901,Aparajita,G00120242,F,26-35,29,0,Delhi,Central,Banking,4,20572,NaN,NaN
2003958,Arsheen,G0096942,F,46-50,49,0,Karnataka,Southern,Healthcare,3,20570,NaN,NaN
2003563,Becky,G00249842,F,26-35,34,0,Kerala,Southern,Healthcare,4,20570,NaN,NaN
2002793,Aniket,G00207742,F,36-45,42,1,Maharashtra,Western,Govt,3,20569,NaN,NaN
2003283,Gute,G00233542,M,36-45,38,1,Delhi,Central,Textile,3,20566,NaN,NaN
2001941,Gopal,G00184942,M,36-45,26,1,Delhi,Central,Chemical,4,20559,NaN,NaN
2004279,Soumya,G00032142,F,26-35,28,1,Uttar Pradesh,Central,Banking,1,20558,NaN,NaN
2001181,Cathy,G00278642,F,36-45,40,1,Delhi,Central,Media,1,20553,NaN,NaN
2003211,Jason,G00211242,M,51-55,54,0,Gujarat,Western,Construction,4,20550,NaN,NaN
2000216,Gjertsen,G00323042,F,46-50,47,1,Delhi,Central,Aviation,2,20549,NaN,NaN
2003618,Keshav,G00233442,M,18-25,19,0,Bihar,Eastern,Aviation,2,20548,NaN,NaN
2004354,Zydlo,G00153142,F,36-45,41,0,Delhi,Central,Govt,3,20547,NaN,NaN
2000793,Staavos,G00068042,M,36-45,41,0,Karnataka,Southern,Healthcare,1,20546,NaN,NaN
2003690,Fein,G0099242,F,18-25,24,0,Uttar Pradesh,Central,Healthcare,4,20544,NaN,NaN
2004122,Aastha,G00118142,F,18-25,23,0,Kerala,Southern,Hospitality,1,20543,NaN,NaN
2003503,Lloyd,G00344842,F,18-25,25,0,Madhya Pradesh,Central,Govt,3,20540,NaN,NaN
2002852,Harshita,G00123142,F,26-35,29,0,Delhi,Central,Media,2,20537,NaN,NaN
2002004,Kirkland,G00036342,M,26-35,34,0,Delhi,Central,Retail,1,20536,NaN,NaN
2000390,Trafton,G00319042,M,26-35,29,0,Haryana,Northern,Automobile,4,20536,NaN,NaN
2003099,Shahid,G00127542,F,26-35,26,0,Karnataka,Southern,Aviation,2,20536,NaN,NaN
2002201,Dodson,G00127642,F,55+,83,1,Madhya Pradesh,Central,Govt,1,20533,NaN,NaN
2002271,Redmond,G00193542,F,51-55,55,0,Gujarat,Western,Aviation,1,20529,NaN,NaN
2004327,Payne,G00153842,F,36-45,37,1,Karnataka,Southern,IT Sector,4,20525,NaN,NaN
2001835,Jamie,G00304942,F,26-35,34,1,Delhi,Central,Chemical,4,20516,NaN,NaN
2003475,Cousins,G00227942,M,26-35,29,1,Andhra Pradesh,Southern,IT Sector,4,20515,NaN,NaN
2001613,Eva,G00173342,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,1,20512,NaN,NaN
2005680,Mary,G00277642,F,51-55,51,1,Delhi,Central,Food Processing,1,20511,NaN,NaN
2004979,Kennedy,G00346042,F,36-45,39,1,Karnataka,Southern,Media,1,20509,NaN,NaN
2004819,Swetha,G00269642,F,36-45,41,1,Delhi,Central,Automobile,1,20508,NaN,NaN
2003580,Maxwell,G00018042,M,18-25,20,1,Telangana,Southern,Healthcare,1,20508,NaN,NaN
2001861,Eno,G00295842,F,51-55,52,0,Uttar Pradesh,Central,Aviation,2,20508,NaN,NaN
2001618,Eugene,G00109742,M,51-55,53,0,Andhra Pradesh,Southern,Food Processing,4,20505,NaN,NaN
2002330,Sumeet,G00129842,F,46-50,48,0,Delhi,Central,Aviation,4,20503,NaN,NaN
2004013,Michelle,G00182242,F,26-35,31,1,Karnataka,Southern,Chemical,2,20502,NaN,NaN
2005178,Edelman,G00346142,F,51-55,55,0,Karnataka,Southern,Healthcare,3,20502,NaN,NaN
2001162,Rose,G00057742,M,36-45,40,1,Karnataka,Southern,Banking,4,20501,NaN,NaN
2004680,Ballard,G00215542,F,36-45,45,0,Delhi,Central,Textile,1,20500,NaN,NaN
2005108,Erica,G00158742,M,26-35,26,0,Himachal Pradesh,Northern,Aviation,4,20495,NaN,NaN
2005446,Sheetal,G00059442,M,51-55,52,0,Karnataka,Southern,Chemical,1,20494,NaN,NaN
2002181,Sweta,G00363342,F,26-35,27,1,Karnataka,Southern,Banking,1,20493,NaN,NaN
2004485,Jim,G00339842,F,26-35,35,0,Kerala,Southern,Media,2,20492,NaN,NaN
2006040,Pond,G00111142,F,26-35,27,0,Karnataka,Southern,Food Processing,2,20488,NaN,NaN
2003272,Pinky,G00324642,M,36-45,42,1,Delhi,Central,IT Sector,2,20486,NaN,NaN
2001757,Eleni,G0095542,F,26-35,28,1,Karnataka,Southern,Textile,1,20486,NaN,NaN
2001969,Klamczynski,G00160042,M,26-35,28,0,Delhi,Central,Chemical,1,20484,NaN,NaN
2003694,Bellavance,G00115942,F,26-35,35,0,Madhya Pradesh,Central,IT Sector,4,20483,NaN,NaN
2004436,Talbott,G0096542,F,26-35,28,0,Kerala,Southern,Retail,2,20477,NaN,NaN
2001260,Dheeraj,G00274042,F,26-35,35,1,Madhya Pradesh,Central,Aviation,3,20477,NaN,NaN
2004064,Skach,G0097142,F,46-50,48,0,Delhi,Central,Banking,2,20476,NaN,NaN
2004829,Gary,G00146042,F,26-35,28,0,Karnataka,Southern,IT Sector,3,20471,NaN,NaN
